Movie Name,Year of Release,Run Time in minutes,Movie Rating,Votes,MetaScore,Gross,Genre,Certification,Director,Stars,Description
"Lock, Stock and Two Smoking Barrels",1998,107,8.1,603358,66.0,3900000.0,"['Action', ' Comedy', ' Crime']",R,['Guy Ritchie'],"['Jason Flemyng', 'Dexter Fletcher', 'Nick Moran', 'Jason Statham']","['Eddy', 'persuades', 'his', 'three', 'pals', 'to', 'pool', 'money', 'for', 'a', 'vital', 'poker', 'game', 'against', 'a', 'powerful', 'local', 'mobster,', 'Hatchet', 'Harry.', 'Eddy', 'loses,', 'after', 'which', 'Harry', 'gives', 'him', 'a', 'week', 'to', 'pay', 'back', '500,000', 'pounds.']"
Spotlight,2015,129,8.1,490112,93.0,45060000.0,"['Biography', ' Crime', ' Drama']",R,['Tom McCarthy'],"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber']","['The', 'true', 'story', 'of', 'how', 'the', 'Boston', 'Globe', 'uncovered', 'the', 'massive', 'scandal', 'of', 'child', 'molestation', 'and', 'cover-up', 'within', 'the', 'local', 'Catholic', 'Archdiocese,', 'shaking', 'the', 'entire', 'Catholic', 'Church', 'to', 'its', 'core.']"
Platoon,1986,120,8.1,429070,92.0,138530000.0,"['Drama', ' War']",R,['Oliver Stone'],"['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe', 'Keith David']","['Chris', 'Taylor,', 'a', 'neophyte', 'recruit', 'in', 'Vietnam,', 'finds', 'himself', 'caught', 'in', 'a', 'battle', 'of', 'wills', 'between', 'two', 'sergeants,', 'one', 'good', 'and', 'the', 'other', 'evil.', 'A', 'shrewd', 'examination', 'of', 'the', 'brutality', 'of', 'war', 'and', 'the', 'duality', 'of', 'man', 'in', 'conflict.']"
12 Years a Slave,2013,134,8.1,725877,96.0,56670000.0,"['Biography', ' Drama', ' History']",R,['Steve McQueen'],"['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender', 'Brad Pitt']","['In', 'the', 'antebellum', 'United', 'States,', 'Solomon', 'Northup,', 'a', 'free', 'black', 'man', 'from', 'upstate', 'New', 'York,', 'is', 'abducted', 'and', 'sold', 'into', 'slavery.']"
Room,2015,118,8.1,439005,86.0,14680000.0,"['Drama', ' Thriller']",R,['Lenny Abrahamson'],"['Brie Larson', 'Jacob Tremblay', 'Sean Bridgers', 'Wendy Crewson']","['A', 'little', 'boy', 'is', 'held', 'captive', 'in', 'a', 'room', 'with', 'his', 'mother', 'since', 'his', 'birth,', 'so', 'he', 'has', 'never', 'known', 'the', 'world', 'outside.']"
Warrior,2011,140,8.1,488106,71.0,13660000.0,"['Action', ' Drama', ' Sport']",PG-13,"[""Gavin O'Connor""]","['Tom Hardy', 'Nick Nolte', 'Joel Edgerton', 'Jennifer Morrison']","['The', 'youngest', 'son', 'of', 'an', 'alcoholic', 'former', 'boxer', 'returns', 'home,', 'where', ""he's"", 'trained', 'by', 'his', 'father', 'for', 'competition', 'in', 'a', 'mixed', 'martial', 'arts', 'tournament', '-', 'a', 'path', 'that', 'puts', 'the', 'fighter', 'on', 'a', 'collision', 'course', 'with', 'his', 'estranged,', 'older', 'brother.']"
In the Mood for Love,2000,98,8.1,160782,87.0,2730000.0,"['Drama', ' Romance']",PG,['Kar-Wai Wong'],"['Tony Leung Chiu-wai', 'Maggie Cheung', 'Siu Ping-Lam', ""Tung Cho 'Joe' Cheung""]","['Two', 'neighbors', 'form', 'a', 'strong', 'bond', 'after', 'both', 'suspect', 'extramarital', 'activities', 'of', 'their', 'spouses.', 'However,', 'they', 'agree', 'to', 'keep', 'their', 'bond', 'platonic', 'so', 'as', 'not', 'to', 'commit', 'similar', 'wrongs.']"
Before Sunrise,1995,101,8.1,328260,77.0,5540000.0,"['Drama', ' Romance']",R,['Richard Linklater'],"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl']","['A', 'young', 'man', 'and', 'woman', 'meet', 'on', 'a', 'train', 'in', 'Europe,', 'and', 'wind', 'up', 'spending', 'one', 'evening', 'together', 'in', 'Vienna.', 'Unfortunately,', 'both', 'know', 'that', 'this', 'will', 'probably', 'be', 'their', 'only', 'night', 'together.']"
Portrait of a Lady on Fire,2019,122,8.1,102954,95.0,3760000.0,"['Drama', ' Romance']",R,['Céline Sciamma'],"['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami', 'Valeria Golino']","['On', 'an', 'isolated', 'island', 'in', 'Brittany', 'at', 'the', 'end', 'of', 'the', 'eighteenth', 'century,', 'a', 'female', 'painter', 'is', 'obliged', 'to', 'paint', 'a', 'wedding', 'portrait', 'of', 'a', 'young', 'woman.']"
Raging Bull,1980,129,8.1,369722,90.0,23380000.0,"['Biography', ' Drama', ' Sport']",R,['Martin Scorsese'],"['Robert De Niro', 'Cathy Moriarty', 'Joe Pesci', 'Frank Vincent']","['The', 'life', 'of', 'boxer', 'Jake', 'LaMotta,', 'whose', 'violence', 'and', 'temper', 'that', 'led', 'him', 'to', 'the', 'top', 'in', 'the', 'ring', 'destroyed', 'his', 'life', 'outside', 'of', 'it.']"
My Neighbor Totoro,1988,86,8.1,362480,86.0,1110000.0,"['Animation', ' Comedy', ' Family']",G,['Hayao Miyazaki'],"['Hitoshi Takagi', 'Noriko Hidaka', 'Chika Sakamoto', 'Shigesato Itoi']","['When', 'two', 'girls', 'move', 'to', 'the', 'country', 'to', 'be', 'near', 'their', 'ailing', 'mother,', 'they', 'have', 'adventures', 'with', 'the', 'wondrous', 'forest', 'spirits', 'who', 'live', 'nearby.']"
The Iron Giant,1999,86,8.1,216677,85.0,23160000.0,"['Animation', ' Action', ' Adventure']",PG,['Brad Bird'],"['Eli Marienthal', 'Harry Connick Jr.', 'Jennifer Aniston', 'Vin Diesel']","['A', 'young', 'boy', 'befriends', 'a', 'giant', 'robot', 'from', 'outer', 'space', 'that', 'a', 'paranoid', 'government', 'agent', 'wants', 'to', 'destroy.']"
Million Dollar Baby,2004,132,8.1,708199,86.0,100490000.0,"['Drama', ' Sport']",PG-13,['Clint Eastwood'],"['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman', 'Jay Baruchel']","['Frankie,', 'an', 'ill-tempered', 'old', 'coach,', 'reluctantly', 'agrees', 'to', 'train', 'aspiring', 'boxer', 'Maggie.', 'Impressed', 'with', 'her', 'determination', 'and', 'talent,', 'he', 'helps', 'her', 'become', 'the', 'best', 'and', 'the', 'two', 'soon', 'form', 'a', 'close', 'bond.']"
Stalker,1979,162,8.1,140656,85.0,230000.0,"['Drama', ' Sci-Fi']",Not Rated,['Andrei Tarkovsky'],"['Alisa Freyndlikh', 'Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn', 'Nikolay Grinko']","['A', 'guide', 'leads', 'two', 'men', 'through', 'an', 'area', 'known', 'as', 'the', 'Zone', 'to', 'find', 'a', 'room', 'that', 'grants', 'wishes.']"
"Paris, Texas",1984,145,8.1,113501,81.0,2180000.0,['Drama'],R,['Wim Wenders'],"['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell', 'Sam Berry']","['Travis', 'Henderson,', 'an', 'aimless', 'drifter', 'who', 'has', 'been', 'missing', 'for', 'four', 'years,', 'wanders', 'out', 'of', 'the', 'desert', 'and', 'must', 'reconnect', 'with', 'society,', 'himself,', 'his', 'life,', 'and', 'his', 'family.']"
Wild Tales,2014,122,8.1,209846,77.0,3110000.0,"['Comedy', ' Drama', ' Thriller']",R,['Damián Szifron'],"['Darío Grandinetti', 'María Marull', 'Mónica Villa', 'Diego Starosta']","['Six', 'short', 'stories', 'that', 'explore', 'the', 'extremities', 'of', 'human', 'behavior', 'involving', 'people', 'in', 'distress.']"
Before Sunset,2004,80,8.1,279738,91.0,5820000.0,"['Drama', ' Romance']",R,['Richard Linklater'],"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès']","['Nine', 'years', 'after', 'Jesse', 'and', 'Celine', 'first', 'met,', 'they', 'encounter', 'each', 'other', 'again', 'on', 'the', 'French', 'leg', 'of', ""Jesse's"", 'book', 'tour.']"
Amores Perros,2000,154,8.1,248649,83.0,5380000.0,"['Drama', ' Thriller']",R,['Alejandro G. Iñárritu'],"['Emilio Echevarría', 'Gael García Bernal', 'Goya Toledo', 'Álvaro Guerrero']","['A', 'horrific', 'car', 'accident', 'connects', 'three', 'stories,', 'each', 'involving', 'characters', 'dealing', 'with', 'loss,', 'regret,', 'and', ""life's"", 'harsh', 'realities,', 'all', 'in', 'the', 'name', 'of', 'love.']"
In the Name of the Father,1993,133,8.1,182812,84.0,25010000.0,"['Biography', ' Crime', ' Drama']",R,['Jim Sheridan'],"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie', 'Philip King']","['A', ""man's"", 'coerced', 'confession', 'to', 'an', 'I.R.A.', 'bombing', 'he', 'did', 'not', 'commit', 'results', 'in', 'the', 'imprisonment', 'of', 'his', 'father', 'as', 'well.', 'An', 'English', 'lawyer', 'fights', 'to', 'free', 'them.']"
Cool Hand Luke,1967,127,8.1,184826,92.0,16219999.999999998,"['Crime', ' Drama']",GP,['Stuart Rosenberg'],"['Paul Newman', 'George Kennedy', 'Strother Martin', 'J.D. Cannon']","['A', 'laid-back', 'Southern', 'man', 'is', 'sentenced', 'to', 'two', 'years', 'in', 'a', 'rural', 'prison,', 'but', 'refuses', 'to', 'conform.']"
Hotel Rwanda,2004,121,8.1,366022,79.0,23530000.0,"['Biography', ' Drama', ' History']",PG-13,['Terry George'],"['Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix', 'Xolani Mali']","['Paul', 'Rusesabagina,', 'a', 'hotel', 'manager,', 'houses', 'over', 'a', 'thousand', 'Tutsi', 'refugees', 'during', 'their', 'struggle', 'against', 'the', 'Hutu', 'militia', 'in', 'Rwanda,', 'Africa.']"
Paper Moon,1973,102,8.1,50841,77.0,30930000.0,"['Comedy', ' Crime', ' Drama']",PG,['Peter Bogdanovich'],"[""Ryan O'Neal"", ""Tatum O'Neal"", 'Madeline Kahn', 'John Hillerman']","['During', 'the', 'Great', 'Depression,', 'a', 'con', 'man', 'finds', 'himself', 'saddled', 'with', 'a', 'young', 'girl', 'who', 'may', 'or', 'may', 'not', 'be', 'his', 'daughter,', 'and', 'the', 'two', 'forge', 'an', 'unlikely', 'partnership.']"
The Celebration,1998,105,8.1,91484,82.0,1650000.0,['Drama'],R,['Thomas Vinterberg'],"['Ulrich Thomsen', 'Henning Moritzen', 'Thomas Bo Larsen', 'Paprika Steen']","['At', ""Helge's"", '60th', 'birthday', 'party,', 'some', 'unpleasant', 'family', 'truths', 'are', 'revealed.']"
A Woman Under the Influence,1974,155,8.1,27586,88.0,13340000.0,"['Drama', ' Romance']",R,['John Cassavetes'],"['Gena Rowlands', 'Peter Falk', 'Fred Draper', 'Lady Rowlands']","['Although', 'wife', 'and', 'mother', 'Mabel', 'is', 'loved', 'by', 'her', 'husband', 'Nick,', 'her', 'mental', 'illness', 'places', 'a', 'strain', 'on', 'the', 'marriage.']"
Underground,1995,167,8.1,60163,79.0,170000.0,"['Comedy', ' Drama', ' Fantasy']",Not Rated,['Emir Kusturica'],"[""Predrag 'Miki' Manojlovic"", 'Lazar Ristovski', 'Mirjana Jokovic', 'Slavko Stimac']","['A', 'group', 'of', 'Serbian', 'socialists', 'prepares', 'for', 'the', 'war', 'in', 'a', 'surreal', 'underground', 'filled', 'by', 'parties,', 'tragedies,', 'love,', 'and', 'hate.']"
Three Colors: Red,1994,99,8.1,107729,100.0,4040000.0,"['Drama', ' Mystery', ' Romance']",R,['Krzysztof Kieslowski'],"['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder', 'Jean-Pierre Lorit']","['A', 'model', 'discovers', 'a', 'retired', 'judge', 'is', 'keen', 'on', 'invading', ""people's"", 'privacy.']"
The Battle of Algiers,1966,121,8.1,63739,96.0,60000.0,"['Drama', ' War']",Not Rated,['Gillo Pontecorvo'],"['Brahim Hadjadj', 'Jean Martin', 'Yacef Saadi', 'Samia Kerbash']","['In', 'the', '1950s,', 'fear', 'and', 'violence', 'escalate', 'as', 'the', 'people', 'of', 'Algiers', 'fight', 'for', 'independence', 'from', 'the', 'French', 'government.']"
The Miracle Worker,1962,106,8.1,19919,83.0,5450000.0,"['Biography', ' Drama']",Approved,['Arthur Penn'],"['Anne Bancroft', 'Patty Duke', 'Victor Jory', 'Inga Swenson']","['The', 'story', 'of', 'Anne', ""Sullivan's"", 'struggle', 'to', 'teach', 'the', 'blind', 'and', 'deaf', 'Helen', 'Keller', 'how', 'to', 'communicate.']"
Chak De! India,2007,153,8.1,83306,68.0,1110000.0,"['Drama', ' Family', ' Sport']",Not Rated,['Shimit Amin'],"['Shah Rukh Khan', 'Vidya Malvade', 'Sagarika Ghatge', 'Shilpa Shukla']","['Kabir', 'Khan,', 'the', 'coach', 'of', 'the', 'Indian', ""Women's"", 'National', 'Hockey', 'Team,', 'dreams', 'of', 'making', 'his', 'all-girls', 'team', 'emerge', 'victorious', 'against', 'all', 'odds.']"
Army of Shadows,1969,145,8.1,25113,99.0,740000.0,"['Drama', ' War']",Not Rated,['Jean-Pierre Melville'],"['Lino Ventura', 'Paul Meurisse', 'Jean-Pierre Cassel', 'Simone Signoret']","['An', 'account', 'of', 'underground', 'resistance', 'fighters', 'in', 'Nazi-occupied', 'France.']"
Tangerines,2013,87,8.1,48036,73.0,140000.0,"['Drama', ' War']",Not Rated,['Zaza Urushadze'],"['Lembit Ulfsak', 'Elmo Nüganen', 'Giorgi Nakashidze', 'Misha Meskhi']","['In', '1992,', 'war', 'rages', 'in', 'Abkhazia,', 'a', 'breakaway', 'region', 'of', 'Georgia.', 'An', 'Estonian', 'man', 'Ivo', 'has', 'decided', 'to', 'stay', 'behind', 'and', 'harvest', 'his', 'crops', 'of', 'tangerines.', 'In', 'a', 'bloody', 'conflict', 'at', 'his', 'door,', 'a', 'wounded', 'man', 'is', 'left', 'behind,', 'and', 'Ivo', 'takes', 'him', 'in.']"
The Color of Paradise,1999,90,8.1,17920,80.0,1810000.0,"['Drama', ' Family']",PG,['Majid Majidi'],"['Hossein Mahjoub', 'Mohsen Ramezani', 'Salameh Feyzi', 'Farahnaz Safari']","['The', 'story', 'of', 'Mohammed,', 'a', 'blind', 'Iranian', 'boy', 'and', 'his', 'father,', 'Hashem,', 'who', 'is', 'always', 'oscillating', 'between', 'accepting', 'his', 'son', 'as', 'he', 'is', 'and', 'abandoning', 'him,', 'as', 'he', 'represents', 'a', 'burden', 'for', 'him,', 'after', 'the', 'loss', 'of', 'his', 'wife.']"
Dune,2021,155,8.0,718186,74.0,108330000.0,"['Action', ' Adventure', ' Drama']",PG-13,['Denis Villeneuve'],"['Timothée Chalamet', 'Rebecca Ferguson', 'Zendaya', 'Oscar Isaac']","['A', 'noble', 'family', 'becomes', 'embroiled', 'in', 'a', 'war', 'for', 'control', 'over', 'the', ""galaxy's"", 'most', 'valuable', 'asset', 'while', 'its', 'heir', 'becomes', 'troubled', 'by', 'visions', 'of', 'a', 'dark', 'future.']"
Blade Runner 2049,2017,164,8.0,625626,81.0,92050000.0,"['Action', ' Drama', ' Mystery']",R,['Denis Villeneuve'],"['Harrison Ford', 'Ryan Gosling', 'Ana de Armas', 'Dave Bautista']","['Young', 'Blade', 'Runner', ""K's"", 'discovery', 'of', 'a', 'long-buried', 'secret', 'leads', 'him', 'to', 'track', 'down', 'former', 'Blade', 'Runner', 'Rick', 'Deckard,', ""who's"", 'been', 'missing', 'for', 'thirty', 'years.']"
The Princess Bride,1987,98,8.0,441284,77.0,30860000.0,"['Adventure', ' Comedy', ' Family']",PG,['Rob Reiner'],"['Cary Elwes', 'Mandy Patinkin', 'Robin Wright', 'Chris Sarandon']","['A', 'bedridden', ""boy's"", 'grandfather', 'reads', 'him', 'the', 'story', 'of', 'a', 'farmboy-turned-pirate', 'who', 'encounters', 'numerous', 'obstacles,', 'enemies', 'and', 'allies', 'in', 'his', 'quest', 'to', 'be', 'reunited', 'with', 'his', 'true', 'love.']"
La La Land,2016,128,8.0,636238,94.0,151100000.0,"['Comedy', ' Drama', ' Music']",PG-13,['Damien Chazelle'],"['Ryan Gosling', 'Emma Stone', 'Rosemarie DeWitt', 'J.K. Simmons']","['While', 'navigating', 'their', 'careers', 'in', 'Los', 'Angeles,', 'a', 'pianist', 'and', 'an', 'actress', 'fall', 'in', 'love', 'while', 'attempting', 'to', 'reconcile', 'their', 'aspirations', 'for', 'the', 'future.']"
Her,2013,126,8.0,648495,91.0,25570000.0,"['Drama', ' Romance', ' Sci-Fi']",R,['Spike Jonze'],"['Joaquin Phoenix', 'Amy Adams', 'Scarlett Johansson', 'Rooney Mara']","['In', 'a', 'near', 'future,', 'a', 'lonely', 'writer', 'develops', 'an', 'unlikely', 'relationship', 'with', 'an', 'operating', 'system', 'designed', 'to', 'meet', 'his', 'every', 'need.']"
The Last Picture Show,1971,118,8.0,51062,93.0,29130000.0,"['Drama', ' Romance']",R,['Peter Bogdanovich'],"['Timothy Bottoms', 'Jeff Bridges', 'Cybill Shepherd', 'Ben Johnson']","['In', '1951,', 'a', 'group', 'of', 'high', 'schoolers', 'come', 'of', 'age', 'in', 'a', 'bleak,', 'isolated,', 'atrophied', 'North', 'Texas', 'town', 'that', 'is', 'slowly', 'dying,', 'both', 'culturally', 'and', 'economically.']"
Young Frankenstein,1974,106,8.0,165134,83.0,86300000.0,['Comedy'],PG,['Mel Brooks'],"['Gene Wilder', 'Madeline Kahn', 'Marty Feldman', 'Peter Boyle']","['An', 'American', 'grandson', 'of', 'the', 'infamous', 'scientist,', 'struggling', 'to', 'prove', 'that', 'his', 'grandfather', 'was', 'not', 'as', 'insane', 'as', 'people', 'believe,', 'is', 'invited', 'to', 'Transylvania,', 'where', 'he', 'discovers', 'the', 'process', 'that', 'reanimates', 'a', 'dead', 'body.']"
The King's Speech,2010,118,8.0,697979,88.0,138800000.0,"['Biography', ' Drama', ' History']",R,['Tom Hooper'],"['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Derek Jacobi']","['The', 'story', 'of', 'King', 'George', 'VI,', 'his', 'unexpected', 'ascension', 'to', 'the', 'throne', 'of', 'the', 'British', 'Empire', 'in', '1936,', 'and', 'the', 'speech', 'therapist', 'who', 'helped', 'the', 'unsure', 'monarch', 'overcome', 'his', 'stammer.']"
Casino Royale,2006,144,8.0,679769,80.0,167450000.0,"['Action', ' Adventure', ' Thriller']",PG-13,['Martin Campbell'],"['Daniel Craig', 'Eva Green', 'Judi Dench', 'Jeffrey Wright']","['After', 'earning', '00', 'status', 'and', 'a', 'licence', 'to', 'kill,', 'secret', 'agent', 'James', 'Bond', 'sets', 'out', 'on', 'his', 'first', 'mission', 'as', '007.', 'Bond', 'must', 'defeat', 'a', 'private', 'banker', 'funding', 'terrorists', 'in', 'a', 'high-stakes', 'game', 'of', 'poker', 'at', 'Casino', 'Royale,', 'Montenegro.']"
Blood Diamond,2006,143,8.0,572581,64.0,57370000.0,"['Adventure', ' Drama', ' Thriller']",R,['Edward Zwick'],"['Leonardo DiCaprio', 'Djimon Hounsou', 'Jennifer Connelly', 'Kagiso Kuypers']","['A', 'fisherman,', 'a', 'smuggler,', 'and', 'a', 'syndicate', 'of', 'businessmen', 'match', 'wits', 'over', 'the', 'possession', 'of', 'a', 'priceless', 'diamond.']"
12 Monkeys,1995,129,8.0,635830,74.0,57140000.0,"['Mystery', ' Sci-Fi', ' Thriller']",R,['Terry Gilliam'],"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Joseph Melito']","['In', 'a', 'future', 'world', 'devastated', 'by', 'disease,', 'a', 'convict', 'is', 'sent', 'back', 'in', 'time', 'to', 'gather', 'information', 'about', 'the', 'man-made', 'virus', 'that', 'wiped', 'out', 'most', 'of', 'the', 'human', 'population', 'on', 'the', 'planet.']"
Beauty and the Beast,1991,84,8.0,470684,95.0,218970000.0,"['Animation', ' Family', ' Fantasy']",G,"['Gary Trousdale', 'Kirk Wise']","[""Paige O'Hara"", 'Robby Benson', 'Jesse Corti', 'Rex Everhart']","['A', 'prince', 'cursed', 'to', 'spend', 'his', 'days', 'as', 'a', 'hideous', 'monster', 'sets', 'out', 'to', 'regain', 'his', 'humanity', 'by', 'earning', 'a', 'young', ""woman's"", 'love.']"
Groundhog Day,1993,101,8.0,663331,72.0,70910000.0,"['Comedy', ' Drama', ' Fantasy']",PG,['Harold Ramis'],"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky']","['A', 'narcissistic,', 'self-centered', 'weatherman', 'finds', 'himself', 'in', 'a', 'time', 'loop', 'on', 'Groundhog', 'Day,', 'and', 'the', 'day', 'keeps', 'repeating', 'until', 'he', 'gets', 'it', 'right.']"
Scent of a Woman,1992,156,8.0,317984,59.0,63900000.0,['Drama'],R,['Martin Brest'],"['Al Pacino', ""Chris O'Donnell"", 'James Rebhorn', 'Gabrielle Anwar']","['A', 'prep', 'school', 'student', 'needing', 'money', 'agrees', 'to', '""babysit""', 'a', 'blind', 'man,', 'but', 'the', 'job', 'is', 'not', 'at', 'all', 'what', 'he', 'anticipated.']"
Aladdin,1992,90,8.0,449413,86.0,217350000.0,"['Animation', ' Adventure', ' Comedy']",G,"['Ron Clements', 'John Musker']","['Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman']","['A', 'kind-hearted', 'street', 'urchin', 'and', 'a', 'power-hungry', 'Grand', 'Vizier', 'vie', 'for', 'a', 'magic', 'lamp', 'that', 'has', 'the', 'power', 'to', 'make', 'their', 'deepest', 'wishes', 'come', 'true.']"
Rain Man,1988,133,8.0,534348,65.0,178800000.0,['Drama'],R,['Barry Levinson'],"['Dustin Hoffman', 'Tom Cruise', 'Valeria Golino', 'Gerald R. Molen']","['After', 'a', 'selfish', 'L.A.', 'yuppie', 'learns', 'his', 'estranged', 'father', 'left', 'a', 'fortune', 'to', 'an', 'autistic-savant', 'brother', 'in', 'Ohio', 'that', 'he', ""didn't"", 'know', 'existed,', 'he', 'absconds', 'with', 'his', 'brother', 'and', 'sets', 'out', 'across', 'the', 'country,', 'hoping', 'to', 'gain', 'a', 'larger', 'inheritance.']"
The Graduate,1967,106,8.0,283647,83.0,104950000.0,"['Comedy', ' Drama', ' Romance']",PG,['Mike Nichols'],"['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross', 'William Daniels']","['A', 'disillusioned', 'college', 'graduate', 'finds', 'himself', 'torn', 'between', 'his', 'older', 'lover', 'and', 'her', 'daughter.']"
The Pursuit of Happyness,2006,117,8.0,543292,64.0,163570000.0,"['Biography', ' Drama']",PG-13,['Gabriele Muccino'],"['Will Smith', 'Thandiwe Newton', 'Jaden Smith', 'Brian Howe']","['A', 'struggling', 'salesman', 'takes', 'custody', 'of', 'his', 'son', 'as', ""he's"", 'poised', 'to', 'begin', 'a', 'life-changing', 'professional', 'career.']"
Planet of the Apes,1968,112,8.0,187920,79.0,33400000.0,"['Adventure', ' Sci-Fi']",G,['Franklin J. Schaffner'],"['Charlton Heston', 'Roddy McDowall', 'Kim Hunter', 'Maurice Evans']","['An', 'astronaut', 'crew', 'crash-lands', 'on', 'a', 'planet', 'where', 'highly', 'intelligent', 'non-human', 'ape', 'species', 'are', 'dominant', 'and', 'humans', 'are', 'enslaved.']"
